id,itemTime,trialnumber,value,access,observation,answer1,answer2,RT,language,comments,engagement,difficulty
A13XNKKN2LI6DF:3IGI0VL648SURNSWDRGG4IP55T6ONU,1456170986719,6,88,8,8,is_certainly,likely,10881,English,NA,6,0
A13XNKKN2LI6DF:3IGI0VL648SURNSWDRGG4IP55T6ONU,1456170997507,7,20,2,0,is_certainly,unlikely,10784,English,NA,6,0
A13XNKKN2LI6DF:3IGI0VL648SURNSWDRGG4IP55T6ONU,1456171010489,8,103,10,3,might_be,possible,12978,English,NA,6,0
A13XNKKN2LI6DF:3IGI0VL648SURNSWDRGG4IP55T6ONU,1456171020739,9,107,10,7,might_be,probable,10247,English,NA,6,0
A13XNKKN2LI6DF:3IGI0VL648SURNSWDRGG4IP55T6ONU,1456171026289,10,102,10,2,might_be,unlikely,5547,English,NA,6,0
A13XNKKN2LI6DF:3IGI0VL648SURNSWDRGG4IP55T6ONU,1456171039692,11,22,2,2,is_certainly,likely,13399,English,NA,6,0
A13XNKKN2LI6DF:3IGI0VL648SURNSWDRGG4IP55T6ONU,1456171052768,12,41,4,1,is,unlikely,13062,English,NA,6,0
A160HFSRDNT91E:3X1FV8S5JYZJ7FK7RZPZ9QAG0AGVGU,1456169650404,1,86,8,6,is_probably,likely,17068,english,NA,6,3
A160HFSRDNT91E:3X1FV8S5JYZJ7FK7RZPZ9QAG0AGVGU,1456169663326,2,103,10,3,is,unlikely,12920,english,NA,6,3
A160HFSRDNT91E:3X1FV8S5JYZJ7FK7RZPZ9QAG0AGVGU,1456169670126,3,43,4,3,is_probably,likely,6799,english,NA,6,3
A160HFSRDNT91E:3X1FV8S5JYZJ7FK7RZPZ9QAG0AGVGU,1456169680425,4,105,10,5,is,possible,10299,english,NA,6,3
A160HFSRDNT91E:3X1FV8S5JYZJ7FK7RZPZ9QAG0AGVGU,1456169687952,5,82,8,2,is,unlikely,7526,english,NA,6,3
A160HFSRDNT91E:3X1FV8S5JYZJ7FK7RZPZ9QAG0AGVGU,1456169701311,6,102,10,2,is_probably,unlikely,13358,english,NA,6,3
A160HFSRDNT91E:3X1FV8S5JYZJ7FK7RZPZ9QAG0AGVGU,1456169708300,7,41,4,1,is,unlikely,6988,english,NA,6,3
A160HFSRDNT91E:3X1FV8S5JYZJ7FK7RZPZ9QAG0AGVGU,1456169717066,8,22,2,2,might_be,probable,8765,english,NA,6,3
A160HFSRDNT91E:3X1FV8S5JYZJ7FK7RZPZ9QAG0AGVGU,1456169724801,9,107,10,7,is,likely,7734,english,NA,6,3
A160HFSRDNT91E:3X1FV8S5JYZJ7FK7RZPZ9QAG0AGVGU,1456169731545,10,80,8,0,is,unlikely,6742,english,NA,6,3
A160HFSRDNT91E:3X1FV8S5JYZJ7FK7RZPZ9QAG0AGVGU,1456169737247,11,42,4,2,is,possible,5701,english,NA,6,3
A160HFSRDNT91E:3X1FV8S5JYZJ7FK7RZPZ9QAG0AGVGU,1456169744799,12,88,8,8,is,probable,7551,english,NA,6,3
A16UAN46CNIRHY:323Q6SJS8JO8BETSBQ2DC4JVRBLHFX,1455767769245,1,105,10,5,is_certainly,likely,22122,English,NA,10,2
A16UAN46CNIRHY:323Q6SJS8JO8BETSBQ2DC4JVRBLHFX,1455767782187,2,107,10,7,is_certainly,likely,12937,English,NA,10,2
A16UAN46CNIRHY:323Q6SJS8JO8BETSBQ2DC4JVRBLHFX,1455767792808,3,84,8,4,might_be,possible,10616,English,NA,10,2
A16UAN46CNIRHY:323Q6SJS8JO8BETSBQ2DC4JVRBLHFX,1455767806140,4,80,8,0,is_certainly,unlikely,13327,English,NA,10,2
A16UAN46CNIRHY:323Q6SJS8JO8BETSBQ2DC4JVRBLHFX,1455767813920,5,88,8,8,is_certainly,likely,7775,English,NA,10,2
A16UAN46CNIRHY:323Q6SJS8JO8BETSBQ2DC4JVRBLHFX,1455767823935,6,102,10,2,is_probably,unlikely,10007,English,NA,10,2
A16UAN46CNIRHY:323Q6SJS8JO8BETSBQ2DC4JVRBLHFX,1455767840045,7,82,8,2,might_be,unlikely,16104,English,NA,10,2
A16UAN46CNIRHY:323Q6SJS8JO8BETSBQ2DC4JVRBLHFX,1455767856457,8,103,10,3,is_probably,unlikely,16408,English,NA,10,2
A16UAN46CNIRHY:323Q6SJS8JO8BETSBQ2DC4JVRBLHFX,1455767866837,9,20,2,0,might_be,possible,10376,English,NA,10,2
A16UAN46CNIRHY:323Q6SJS8JO8BETSBQ2DC4JVRBLHFX,1455767880562,10,42,4,2,is_certainly,unlikely,13716,English,NA,10,2
A16UAN46CNIRHY:323Q6SJS8JO8BETSBQ2DC4JVRBLHFX,1455767888649,11,108,10,8,is_certainly,likely,8068,English,NA,10,2
A16UAN46CNIRHY:323Q6SJS8JO8BETSBQ2DC4JVRBLHFX,1455767898451,12,86,8,6,is_probably,likely,9797,English,NA,10,2
A177EXELDLWTWV:33CKWXB73KS6HOE622K7VFZU9I811V,1456267040499,1,20,2,0,is,probable,4978,english,no,8,2
A177EXELDLWTWV:33CKWXB73KS6HOE622K7VFZU9I811V,1456267053988,2,80,8,0,is_certainly,likely,13487,english,no,8,2
A177EXELDLWTWV:33CKWXB73KS6HOE622K7VFZU9I811V,1456267060907,3,88,8,8,is,unlikely,6916,english,no,8,2
A177EXELDLWTWV:33CKWXB73KS6HOE622K7VFZU9I811V,1456267069742,4,86,8,6,is_probably,unlikely,8832,english,no,8,2
A177EXELDLWTWV:33CKWXB73KS6HOE622K7VFZU9I811V,1456267076302,5,43,4,3,is,probable,6560,english,no,8,2
A177EXELDLWTWV:33CKWXB73KS6HOE622K7VFZU9I811V,1456267079862,6,42,4,2,is,probable,3559,english,no,8,2
A177EXELDLWTWV:33CKWXB73KS6HOE622K7VFZU9I811V,1456267088718,7,107,10,7,is_probably,unlikely,8855,english,no,8,2
A177EXELDLWTWV:33CKWXB73KS6HOE622K7VFZU9I811V,1456267092990,8,105,10,5,is_probably,unlikely,4271,english,no,8,2
A177EXELDLWTWV:33CKWXB73KS6HOE622K7VFZU9I811V,1456267100294,9,22,2,2,is_probably,possible,7303,english,no,8,2
A177EXELDLWTWV:33CKWXB73KS6HOE622K7VFZU9I811V,1456267106887,10,102,10,2,is_certainly,probable,6592,english,no,8,2
A177EXELDLWTWV:33CKWXB73KS6HOE622K7VFZU9I811V,1456267110246,11,103,10,3,is_probably,probable,3358,english,no,8,2
A177EXELDLWTWV:33CKWXB73KS6HOE622K7VFZU9I811V,1456267117038,12,41,4,1,is,probable,6791,english,no,8,2
A19TL7AJ0FB1JG:33CID571051FHYWPIGG93NN558R3LV,1456261305496,1,108,10,8,is_certainly,probable,14655,English,NA,10,3
A19TL7AJ0FB1JG:33CID571051FHYWPIGG93NN558R3LV,1456261314167,2,105,10,5,is,possible,8670,English,NA,10,3
A19TL7AJ0FB1JG:33CID571051FHYWPIGG93NN558R3LV,1456261325295,3,82,8,2,is_certainly,unlikely,11127,English,NA,10,3
A19TL7AJ0FB1JG:33CID571051FHYWPIGG93NN558R3LV,1456261339745,4,102,10,2,is,unlikely,14448,English,NA,10,3
A19TL7AJ0FB1JG:33CID571051FHYWPIGG93NN558R3LV,1456261347095,5,84,8,4,might_be,possible,7345,English,NA,10,3
A19TL7AJ0FB1JG:33CID571051FHYWPIGG93NN558R3LV,1456261356360,6,80,8,0,is_certainly,unlikely,9262,English,NA,10,3
A19TL7AJ0FB1JG:33CID571051FHYWPIGG93NN558R3LV,1456261362984,7,107,10,7,is_certainly,probable,6622,English,NA,10,3
A19TL7AJ0FB1JG:33CID571051FHYWPIGG93NN558R3LV,1456261387560,8,43,4,3,is_probably,possible,24574,English,NA,10,3
A19TL7AJ0FB1JG:33CID571051FHYWPIGG93NN558R3LV,1456261392495,9,88,8,8,is_certainly,probable,4934,English,NA,10,3
A19TL7AJ0FB1JG:33CID571051FHYWPIGG93NN558R3LV,1456261406616,10,22,2,2,might_be,possible,14118,English,NA,10,3
A19TL7AJ0FB1JG:33CID571051FHYWPIGG93NN558R3LV,1456261416504,11,41,4,1,is,possible,9884,English,NA,10,3
A19TL7AJ0FB1JG:33CID571051FHYWPIGG93NN558R3LV,1456261423248,12,42,4,2,might_be,probable,6743,English,NA,10,3
A19WXS1CLVLEEX:3IXEICO793R2XURCARGYWH969BXT6A,1456169710090,1,41,4,1,is_probably,unlikely,30415,english,It was fun to do,10,3
A19WXS1CLVLEEX:3IXEICO793R2XURCARGYWH969BXT6A,1456169721593,2,107,10,7,is_certainly,likely,11499,english,It was fun to do,10,3
A19WXS1CLVLEEX:3IXEICO793R2XURCARGYWH969BXT6A,1456169738828,3,82,8,2,is_certainly,unlikely,17234,english,It was fun to do,10,3
A19WXS1CLVLEEX:3IXEICO793R2XURCARGYWH969BXT6A,1456169767318,4,105,10,5,is,possible,28489,english,It was fun to do,10,3
A19WXS1CLVLEEX:3IXEICO793R2XURCARGYWH969BXT6A,1456169784559,5,20,2,0,might_be,possible,17239,english,It was fun to do,10,3
A19WXS1CLVLEEX:3IXEICO793R2XURCARGYWH969BXT6A,1456169798813,6,84,8,4,might_be,possible,14253,english,It was fun to do,10,3
A19WXS1CLVLEEX:3IXEICO793R2XURCARGYWH969BXT6A,1456169810270,7,102,10,2,is_certainly,unlikely,11455,english,It was fun to do,10,3
A19WXS1CLVLEEX:3IXEICO793R2XURCARGYWH969BXT6A,1456169825083,8,43,4,3,might_be,probable,14812,english,It was fun to do,10,3
A19WXS1CLVLEEX:3IXEICO793R2XURCARGYWH969BXT6A,1456169839633,9,22,2,2,is,possible,14548,english,It was fun to do,10,3
A19WXS1CLVLEEX:3IXEICO793R2XURCARGYWH969BXT6A,1456169847773,10,42,4,2,might_be,possible,8139,english,It was fun to do,10,3
A19WXS1CLVLEEX:3IXEICO793R2XURCARGYWH969BXT6A,1456169853229,11,108,10,8,is_certainly,likely,5454,english,It was fun to do,10,3
A19WXS1CLVLEEX:3IXEICO793R2XURCARGYWH969BXT6A,1456169860384,12,80,8,0,is_certainly,unlikely,7153,english,It was fun to do,10,3
A1A3TGZ7DKJWRW:3G5F9DBFOQ5X7BFIB57HUQMHFATVHT,1456189851519,1,107,10,7,is_probably,likely,13658,English,None,5,8
A1A3TGZ7DKJWRW:3G5F9DBFOQ5X7BFIB57HUQMHFATVHT,1456189860175,2,41,4,1,is_probably,unlikely,8655,English,None,5,8
A1A3TGZ7DKJWRW:3G5F9DBFOQ5X7BFIB57HUQMHFATVHT,1456189870311,3,82,8,2,is_probably,unlikely,10135,English,None,5,8
A1A3TGZ7DKJWRW:3G5F9DBFOQ5X7BFIB57HUQMHFATVHT,1456189878007,4,102,10,2,is_certainly,unlikely,7695,English,None,5,8
A1A3TGZ7DKJWRW:3G5F9DBFOQ5X7BFIB57HUQMHFATVHT,1456189884808,5,86,8,6,is_probably,likely,6799,English,None,5,8
A1A3TGZ7DKJWRW:3G5F9DBFOQ5X7BFIB57HUQMHFATVHT,1456189904183,6,108,10,8,is_certainly,likely,19375,English,None,5,8
A1A3TGZ7DKJWRW:3G5F9DBFOQ5X7BFIB57HUQMHFATVHT,1456189910456,7,20,2,0,might_be,possible,6272,English,None,5,8
A1A3TGZ7DKJWRW:3G5F9DBFOQ5X7BFIB57HUQMHFATVHT,1456189913759,8,22,2,2,might_be,possible,3303,English,None,5,8
A1A3TGZ7DKJWRW:3G5F9DBFOQ5X7BFIB57HUQMHFATVHT,1456189920039,9,105,10,5,might_be,possible,6279,English,None,5,8
A1A3TGZ7DKJWRW:3G5F9DBFOQ5X7BFIB57HUQMHFATVHT,1456189924658,10,42,4,2,might_be,possible,4618,English,None,5,8
A1A3TGZ7DKJWRW:3G5F9DBFOQ5X7BFIB57HUQMHFATVHT,1456189932727,11,88,8,8,is_certainly,likely,8068,English,None,5,8
A1A3TGZ7DKJWRW:3G5F9DBFOQ5X7BFIB57HUQMHFATVHT,1456189937575,12,84,8,4,is_probably,likely,4845,English,None,5,8
A1BQCRF5Q76YFY:33PPO7FECWNB9PQGQ2P8OGHPFHLDIO,1456260414822,1,88,8,8,might_be,likely,11547,english,NA,10,1
A1BQCRF5Q76YFY:33PPO7FECWNB9PQGQ2P8OGHPFHLDIO,1456260421598,2,107,10,7,is_probably,possible,6773,english,NA,10,1
A1BQCRF5Q76YFY:33PPO7FECWNB9PQGQ2P8OGHPFHLDIO,1456260427655,3,22,2,2,is_probably,possible,6055,english,NA,10,1
A1BQCRF5Q76YFY:33PPO7FECWNB9PQGQ2P8OGHPFHLDIO,1456260435396,4,80,8,0,might_be,unlikely,7738,english,NA,10,1
A1BQCRF5Q76YFY:33PPO7FECWNB9PQGQ2P8OGHPFHLDIO,1456260441697,5,82,8,2,is_probably,unlikely,6300,english,NA,10,1
A1BQCRF5Q76YFY:33PPO7FECWNB9PQGQ2P8OGHPFHLDIO,1456260446626,6,43,4,3,is_probably,possible,4927,english,NA,10,1
A1BQCRF5Q76YFY:33PPO7FECWNB9PQGQ2P8OGHPFHLDIO,1456260452823,7,84,8,4,is_probably,possible,6195,english,NA,10,1
A1BQCRF5Q76YFY:33PPO7FECWNB9PQGQ2P8OGHPFHLDIO,1456260459985,8,20,2,0,might_be,unlikely,7160,english,NA,10,1
A1BQCRF5Q76YFY:33PPO7FECWNB9PQGQ2P8OGHPFHLDIO,1456260465288,9,86,8,6,is_probably,possible,5301,english,NA,10,1
A1BQCRF5Q76YFY:33PPO7FECWNB9PQGQ2P8OGHPFHLDIO,1456260472455,10,102,10,2,is_probably,unlikely,7164,english,NA,10,1
A1BQCRF5Q76YFY:33PPO7FECWNB9PQGQ2P8OGHPFHLDIO,1456260487123,11,108,10,8,might_be,possible,14665,english,NA,10,1
A1BQCRF5Q76YFY:33PPO7FECWNB9PQGQ2P8OGHPFHLDIO,1456260491139,12,105,10,5,might_be,possible,4014,english,NA,10,1
A1BWS5AD2T4NIR:34V1S5K3GT9JDFIYCLBH5H8UF5C697,1456263295908,1,88,8,8,is_certainly,likely,19830,English,None,10,5
A1BWS5AD2T4NIR:34V1S5K3GT9JDFIYCLBH5H8UF5C697,1456263316789,2,80,8,0,is_certainly,unlikely,20877,English,None,10,5
A1BWS5AD2T4NIR:34V1S5K3GT9JDFIYCLBH5H8UF5C697,1456263323739,3,22,2,2,is,unlikely,6943,English,None,10,5
A1BWS5AD2T4NIR:34V1S5K3GT9JDFIYCLBH5H8UF5C697,1456263337898,4,41,4,1,is,possible,14156,English,None,10,5
A1BWS5AD2T4NIR:34V1S5K3GT9JDFIYCLBH5H8UF5C697,1456263344178,5,82,8,2,is,unlikely,6277,English,None,10,5
A1BWS5AD2T4NIR:34V1S5K3GT9JDFIYCLBH5H8UF5C697,1456263350622,6,43,4,3,is,possible,6440,English,None,10,5
A1BWS5AD2T4NIR:34V1S5K3GT9JDFIYCLBH5H8UF5C697,1456263356843,7,84,8,4,is,possible,6217,English,None,10,5
A1BWS5AD2T4NIR:34V1S5K3GT9JDFIYCLBH5H8UF5C697,1456263373020,8,105,10,5,is,possible,16174,English,None,10,5
A1BWS5AD2T4NIR:34V1S5K3GT9JDFIYCLBH5H8UF5C697,1456263385731,9,107,10,7,is,likely,12708,English,None,10,5
A1BWS5AD2T4NIR:34V1S5K3GT9JDFIYCLBH5H8UF5C697,1456263392690,10,20,2,0,is,possible,6955,English,None,10,5
A1BWS5AD2T4NIR:34V1S5K3GT9JDFIYCLBH5H8UF5C697,1456263398708,11,42,4,2,is,possible,6014,English,None,10,5
A1BWS5AD2T4NIR:34V1S5K3GT9JDFIYCLBH5H8UF5C697,1456263406418,12,86,8,6,is,probable,7707,English,None,10,5
A1C0H8G0YI15MN:339ANSOTR6AJNVWQIJBVSTCFZQIIK6,1456261792661,1,43,4,3,might_be,probable,61656,English,NA,9,3
A1C0H8G0YI15MN:339ANSOTR6AJNVWQIJBVSTCFZQIIK6,1456261810569,2,88,8,8,is,probable,17903,English,NA,9,3
A1C0H8G0YI15MN:339ANSOTR6AJNVWQIJBVSTCFZQIIK6,1456261828637,3,108,10,8,is,probable,18064,English,NA,9,3
A1C0H8G0YI15MN:339ANSOTR6AJNVWQIJBVSTCFZQIIK6,1456261848028,4,41,4,1,might_be,unlikely,19376,English,NA,9,3
A1C0H8G0YI15MN:339ANSOTR6AJNVWQIJBVSTCFZQIIK6,1456261871809,5,42,4,2,might_be,likely,23776,English,NA,9,3
A1C0H8G0YI15MN:339ANSOTR6AJNVWQIJBVSTCFZQIIK6,1456261926021,6,105,10,5,might_be,likely,54205,English,NA,9,3
A1C0H8G0YI15MN:339ANSOTR6AJNVWQIJBVSTCFZQIIK6,1456261942588,7,20,2,0,might_be,unlikely,16561,English,NA,9,3
A1C0H8G0YI15MN:339ANSOTR6AJNVWQIJBVSTCFZQIIK6,1456261953611,8,107,10,7,is,probable,11018,English,NA,9,3
A1C0H8G0YI15MN:339ANSOTR6AJNVWQIJBVSTCFZQIIK6,1456261970130,9,80,8,0,is,unlikely,16514,English,NA,9,3
A1C0H8G0YI15MN:339ANSOTR6AJNVWQIJBVSTCFZQIIK6,1456261980786,10,103,10,3,is,unlikely,10651,English,NA,9,3
A1C0H8G0YI15MN:339ANSOTR6AJNVWQIJBVSTCFZQIIK6,1456261992928,11,86,8,6,is,probable,12138,English,NA,9,3
A1C0H8G0YI15MN:339ANSOTR6AJNVWQIJBVSTCFZQIIK6,1456262005408,12,22,2,2,might_be,probable,12476,English,NA,9,3
A1GLF2427E02YG:3X3OR7WPZ081IV2VUXB5U4VGLUJ8LS,1456268091727,1,108,10,8,is_certainly,probable,23856,English,Interesting and quick study. Thanks!,9,1
A1GLF2427E02YG:3X3OR7WPZ081IV2VUXB5U4VGLUJ8LS,1456268118974,2,42,4,2,might_be,possible,27235,English,Interesting and quick study. Thanks!,9,1
A1GLF2427E02YG:3X3OR7WPZ081IV2VUXB5U4VGLUJ8LS,1456268145563,3,105,10,5,is,possible,26579,English,Interesting and quick study. Thanks!,9,1
A1GLF2427E02YG:3X3OR7WPZ081IV2VUXB5U4VGLUJ8LS,1456268175682,4,41,4,1,is,unlikely,30106,English,Interesting and quick study. Thanks!,9,1
A1GLF2427E02YG:3X3OR7WPZ081IV2VUXB5U4VGLUJ8LS,1456268187775,5,103,10,3,is,unlikely,12082,English,Interesting and quick study. Thanks!,9,1
A1GLF2427E02YG:3X3OR7WPZ081IV2VUXB5U4VGLUJ8LS,1456268201515,6,88,8,8,is_certainly,likely,13728,English,Interesting and quick study. Thanks!,9,1
A1GLF2427E02YG:3X3OR7WPZ081IV2VUXB5U4VGLUJ8LS,1456268213008,7,22,2,2,might_be,possible,11481,English,Interesting and quick study. Thanks!,9,1
A1GLF2427E02YG:3X3OR7WPZ081IV2VUXB5U4VGLUJ8LS,1456268225687,8,86,8,6,is_probably,likely,12670,English,Interesting and quick study. Thanks!,9,1
A1GLF2427E02YG:3X3OR7WPZ081IV2VUXB5U4VGLUJ8LS,1456268237648,9,102,10,2,is,unlikely,11951,English,Interesting and quick study. Thanks!,9,1
A1GLF2427E02YG:3X3OR7WPZ081IV2VUXB5U4VGLUJ8LS,1456268275773,10,43,4,3,is,possible,38117,English,Interesting and quick study. Thanks!,9,1
A1GLF2427E02YG:3X3OR7WPZ081IV2VUXB5U4VGLUJ8LS,1456268283579,11,84,8,4,is,possible,7791,English,Interesting and quick study. Thanks!,9,1
A1GLF2427E02YG:3X3OR7WPZ081IV2VUXB5U4VGLUJ8LS,1456268295950,12,107,10,7,is_certainly,probable,12362,English,Interesting and quick study. Thanks!,9,1
A1GZOEMTN2KYDA:3LS2AMNW5GYFUK5OTJ8X8CKAA4SQOI,1456171636987,1,105,10,5,is,probable,6061,english,NA,8,5
A1GZOEMTN2KYDA:3LS2AMNW5GYFUK5OTJ8X8CKAA4SQOI,1456171642548,2,102,10,2,is,possible,5548,english,NA,8,5
